Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","20","Botswana","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7970.842173","X","International reliable sources",""
"MK","Macro Indicators","20","Botswana","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-1.612127","Fc","Calculated data",""
"MK","Macro Indicators","20","Botswana","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-3.731717","Fc","Calculated data",""
"MK","Macro Indicators","20","Botswana","6110","Value US$","22011","Gross National Income","2019","2019","millions","16968.841229","X","International reliable sources",""
"MK","Macro Indicators","20","Botswana","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","7365.917145","X","International reliable sources",""
"MK","Macro Indicators","20","Botswana","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.657498","Fc","Calculated data",""
"MK","Macro Indicators","20","Botswana","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.797653","Fc","Calculated data",""
"MK","Macro Indicators","21","Brazil","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1886014.572498","X","International reliable sources",""
"MK","Macro Indicators","21","Brazil","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8936.360101","X","International reliable sources",""
"MK","Macro Indicators","21","Brazil","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-1.612948","Fc","Calculated data",""
"MK","Macro Indicators","21","Brazil","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.349607","Fc","Calculated data",""
"MK","Macro Indicators","21","Brazil","6110","Value US$","22011","Gross National Income","2019","2019","millions","1835497.020942","X","International reliable sources",""
"MK","Macro Indicators","21","Brazil","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","8696.99661","X","International reliable sources",""
"MK","Macro Indicators","21","Brazil","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-1.509622","Fc","Calculated data",""
"MK","Macro Indicators","21","Brazil","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.247055","Fc","Calculated data",""
"MK","Macro Indicators","239","British Virgin Islands","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1438.842891","X","International reliable sources",""
"MK","Macro Indicators","239","British Virgin Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","47913.516184","X","International reliable sources",""
"MK","Macro Indicators","239","British Virgin Islands","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","4.122884","Fc","Calculated data",""
"MK","Macro Indicators","239","British Virgin Islands","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","3.33234","Fc","Calculated data",""
"MK","Macro Indicators","239","British Virgin Islands","6110","Value US$","22011","Gross National Income","2019","2019","millions","1313.085799","X","International reliable sources",""
"MK","Macro Indicators","239","British Virgin Islands","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","43725.800833","X","International reliable sources",""
"MK","Macro Indicators","239","British Virgin Islands","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","4.075473","Fc","Calculated data",""
"MK","Macro Indicators","239","British Virgin Islands","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","3.28529","Fc","Calculated data",""
"MK","Macro Indicators","26","Brunei Darussalam","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","13469.240146","X","International reliable sources",""
"MK","Macro Indicators","26","Brunei Darussalam","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","31086.329196","X","International reliable sources",""
"MK","Macro Indicators","26","Brunei Darussalam","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.719933","Fc","Calculated data",""
"MK","Macro Indicators","26","Brunei Darussalam","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.710247","Fc","Calculated data",""
"MK","Macro Indicators","26","Brunei Darussalam","6110","Value US$","22011","Gross National Income","2019","2019","millions","13830.335687","X","International reliable sources",""
"MK","Macro Indicators","26","Brunei Darussalam","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","31919.719554","X","International reliable sources",""
"MK","Macro Indicators","26","Brunei Darussalam","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.315299","Fc","Calculated data",""
"MK","Macro Indicators","26","Brunei Darussalam","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","0.304683","Fc","Calculated data",""
"MK","Macro Indicators","27","Bulgaria","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","68913.754204","X","International reliable sources",""
"MK","Macro Indicators","27","Bulgaria","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9844.65467","X","International reliable sources",""
"MK","Macro Indicators","27","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.845581","Fc","Calculated data",""
"MK","Macro Indicators","27","Bulgaria","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","4.609411","Fc","Calculated data",""
"MK","Macro Indicators","27","Bulgaria","6110","Value US$","22011","Gross National Income","2019","2019","millions","66967.385628","X","International reliable sources",""
"MK","Macro Indicators","27","Bulgaria","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","9566.606743","X","International reliable sources",""
"MK","Macro Indicators","27","Bulgaria","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","4.290434","Fc","Calculated data",""
"MK","Macro Indicators","27","Bulgaria","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","5.057537","Fc","Calculated data",""
"MK","Macro Indicators","233","Burkina Faso","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","15990.80321","X","International reliable sources",""
"MK","Macro Indicators","233","Burkina Faso","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","786.895614","X","International reliable sources",""
"MK","Macro Indicators","233","Burkina Faso","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.430319","Fc","Calculated data",""
"MK","Macro Indicators","233","Burkina Faso","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-3.222746","Fc","Calculated data",""
"MK","Macro Indicators","233","Burkina Faso","6110","Value US$","22011","Gross National Income","2019","2019","millions","15444.986357","X","International reliable sources",""
"MK","Macro Indicators","233","Burkina Faso","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","760.036369","X","International reliable sources",""
"MK","Macro Indicators","233","Burkina Faso","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.430319","Fc","Calculated data",""
"MK","Macro Indicators","233","Burkina Faso","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-3.222746","Fc","Calculated data",""
"MK","Macro Indicators","29","Burundi","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","3368.533752","X","International reliable sources",""
"MK","Macro Indicators","29","Burundi","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","292.139142","X","International reliable sources",""
"MK","Macro Indicators","29","Burundi","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.543848","Fc","Calculated data",""
"MK","Macro Indicators","29","Burundi","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.584267","Fc","Calculated data",""
"MK","Macro Indicators","29","Burundi","6110","Value US$","22011","Gross National Income","2019","2019","millions","3376.590247","X","International reliable sources",""
"MK","Macro Indicators","29","Burundi","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","292.837849","X","International reliable sources",""
"MK","Macro Indicators","29","Burundi","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.582615","Fc","Calculated data",""
"MK","Macro Indicators","29","Burundi","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-1.546694","Fc","Calculated data",""
"MK","Macro Indicators","35","Cabo Verde","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1981.846171","X","International reliable sources",""
"MK","Macro Indicators","35","Cabo Verde","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3603.782576","X","International reliable sources",""
"MK","Macro Indicators","35","Cabo Verde","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.7803","Fc","Calculated data",""
"MK","Macro Indicators","35","Cabo Verde","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-0.350039","Fc","Calculated data",""
"MK","Macro Indicators","35","Cabo Verde","6110","Value US$","22011","Gross National Income","2019","2019","millions","1939.455394","X","International reliable sources",""
"MK","Macro Indicators","35","Cabo Verde","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","3526.699326","X","International reliable sources",""
"MK","Macro Indicators","35","Cabo Verde","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.004598","Fc","Calculated data",""
"MK","Macro Indicators","35","Cabo Verde","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.128257","Fc","Calculated data",""
"MK","Macro Indicators","115","Cambodia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","27097.96382","X","International reliable sources",""
"MK","Macro Indicators","115","Cambodia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1643.641451","X","International reliable sources",""
